name,handedness,height,weight,avg,HR
Randy Schwartz,L,75,230,0.167,0
Jerry McNertney,R,72,180,0.237,27
Jim Eschen,R,70,160,0.238,0
Frank Bell,,72, ,0.172,0
Bob Natal,R,71,190,0.197,4
Lou Mahaffey,R,69,170,0,0
Kevin Morgan,R,73,170,0,0
Johnny O'Connor,R,69, ,0,0
Ken Aspromonte,R,72,180,0.249,19
Bert Delmas,L,71,165,0.25,0
Rico Rossy,R,70,175,0.211,4
Herb McQuaid,R,74,185,0,0
Bob Becker,, , ,0.1,0
Jeff Montgomery,R,71,170,0,0
Josh Rupe,R,74,215,0,0
Juan Delis,R,71,170,0.189,0
Roy Thomas,L,71,150,0.29,7
Bob Barr,R,73,192,0.185,4
Jesse Whiting,,70,154,0.267,0
Cory Rasmus,R,72,200,0,0
Colby Rasmus,L,74,200,0.248,98
Jim Toy,,66,160,0.211,1
Cory Aldridge,L,73,225,0.056,0
Mitchell Page,L,74,205,0.266,72
Mike Page,L,74,210,0.179,0
Don Rose,R,75,195,0.2,1
Earl Whitehill,L,69,174,0.204,4
Denny Mack,R,67,164,0.228,1
John Gabler,B,74,165,0.143,0
Kiko Garcia,R,71,180,0.239,12
Gabe Gabler,L,73,190,0,0
Tom O'Rourke,,69,158,0.186,0
Andruw Jones,R,73,230,0.254,434
Larry Milbourne,B,72,161,0.254,11
Bill Sudakis,B,73,190,0.234,59
Jim Romano,R,76,190,0,0
Jay Powell,R,76,220,0.167,0
Tot Pressnell,R,70,175,0.161,0
Al Unser,R,73,175,0.251,4
David Palmer,R,73,195,0.149,5
Frank Okrie,L,71,175,0.2,0
Francisco Cordero,R,75,240,0,0
John Hester,R,75,220,0.216,6
Abner Powell,L,67,160,0.257,0
Mort Flohr,L,72,173,0.333,0
Bill Hall,L,71,165,0.262,1
Morrie Martin,L,72,173,0.17,0
Larry Bradford,R,73,200,0.2,0
Bill Hall,R,74,250,0,0
Mike Venafro,L,70,170,0,0
Jesse Carlson,L,73,160,0,0
Phil Wisner,, , ,0,0
John Caneira,R,75,180,0,0
Double Joe Dwyer,L,69,186,0.273,0
Bill O'Hara,L,70,165,0.232,1
Dave Hillman,R,71,168,0.098,0
Yunel Escobar,R,74,200,0.278,62
Vic Bradford,R,74,190,0.2,0
Daisuke Matsuzaka,R,72,185,0.192,0
Jackie Collum,L,67,160,0.246,1
Don Schwall,R,78,200,0.145,0
Pete Bigler,R,69,150,0,0
Domingo Ramos,R,70,154,0.24,8
Ray Lankford,L,71,180,0.272,238
Reid Brignac,L,75,195,0.221,11
Leo Sutherland,L,70,165,0.248,0
Earl Smith,L,70,180,0.303,46
Al Hollingsworth,L,72,174,0.196,2
Jon Lester,L,76,240,0,0
Slick Coffman,R,72,155,0.164,0
Ron Oester,B,74,185,0.265,42
Charlie Small,L,71,180,0.167,0
Johnny Romano,R,71,205,0.255,129
Ken Holcombe,R,71,169,0.179,0
Dennis Rasmussen,L,79,230,0.193,0
Gus Gandarillas,R,72,190,0,0
Frank Colman,L,71,186,0.228,15
Mike Palm,R,75,190,0,0
Jim Merritt,L,75,175,0.141,4
Glenn Adams,L,73,180,0.28,34
Jim Palmer,R,75,190,0.174,3
Matt Carpenter,L,75,200,0.306,17
Matt Roney,R,75,230,0.5,0
Clint Zavaras,R,73,175,0,0
Dennis Powell,R,75,175,0.176,0
Ival Goodman,L,71,170,0.281,95
George Hale,R,70,160,0.175,0
Cy Moore,R,73,178,0.128,0
Clem Clemens,R,71,176,0.109,0
Pop Snyder,R,71,184,0.235,9
Bunny Brief,R,72,185,0.223,5
Tim Young,L,69,170,0,0
Joe Morgan,L,67,160,0.271,268
Ben Howard,R,74,190,0.056,0
Joe Morgan,L,70,170,0.193,2
Marv Rickert,L,74,195,0.247,19
Dale Polley,R,72,165,0,0
Carlos Mendoza,L,71,160,0.182,0
Yadier Molina,R,71,230,0.284,89
Rex Barney,R,75,185,0.164,0
R.J. Reynolds,B,72,190,0.267,35
Bob Spade,R,70,190,0.222,0
Red Barnes,L,70,158,0.269,8
Algie McBride,L,69,152,0.292,12
Fred Gunkle,, , ,0,0
Gary Gaetti,R,72,180,0.255,360
Mike Moore,R,76,205,0,0
Alex Cintron,B,74,210,0.275,33
Craig Stansberry,R,72,185,0.333,0
Julio Mateo,R,72,180,0,0
Mike Parrott,R,76,210,0,0
Marc Newfield,R,76,205,0.249,22
Jack Beach,, , ,0.097,0
Herm Merritt,R, , ,0.37,0
Sean Rodriguez,R,73,215,0.228,33
Claude Gouzzie,R,69,170,0,0
Sam Dyson,R,74,205,0,0
Bill Haeffner,R,69,165,0.194,0
Rosario Rodriguez,R,72,185,0,0
Rube Benton,L,73,190,0.172,1
Harry Aubrey,R,67,130,0.212,0
George Culver,R,74,185,0.124,0
Chuck Diering,R,70,165,0.249,14
Ed Abbaticchio,R,71,170,0.254,11
Bill Burgo,R,68,185,0.297,2
Mayo Smith,L,72,183,0.212,0
Johnny Welaj,R,72,164,0.25,4
Carlos Silva,R,76,250,0.086,0
Bryan Holaday,R,72,205,0.282,1
Stan Pawloski,R,73,175,0.125,0
John Maine,R,76,200,0.096,1
Bill Irwin,R,72,195,0,0
Larry Corcoran,L,63,127,0.223,2
Orlando McFarlane,R,72,180,0.24,5
Lee Thomas,L,74,195,0.255,106
Jim Shilling,R,71,175,0.282,0
Chris Heintz,R,73,210,0.232,0
Bill Geiss,,70,164,0.173,2
Howard McGraner,L,67,155,0.25,0
Tex McDonald,L,70,160,0.298,13
Bill Wise,,67,142,0.224,2
Ray Fosse,R,74,215,0.256,61
Eddie Yount,R,73,185,0.222,0
Kevin Ohme,L,73,180,1,0
Hal Schwenk,L,72,185,0.333,0
Jose Silva,R,78,235,0.111,0
Dan Howley,R,72,187,0.125,0
Tony Scruggs,R,73,210,0,0
Ed Yarnall,L,75,234,0,0
Phil Reardon,R,69,160,0.071,0
Al Kenders,R,72,185,0.174,0
Walt Dickson,R,71,175,0.135,0
Matt Wise,R,76,190,0.286,0
Rogelio Martinez,R,72,180,0,0
Carlos Baerga,B,71,165,0.291,134
Tom Stanton,B,70,175,0,0
Trey Lunsford,R,73,195,0.5,0
Hilly Flitcraft,L,74,180,0,0
Glenn Wright,R,71,170,0.294,94
Tommy Gregg,L,73,190,0.243,20
Derek Parks,R,72,205,0.2,1
Jarrod Washburn,L,73,190,0.22,0
Paul Popovich,B,72,175,0.233,14
Rigo Beltran,L,71,185,0.182,0
Delos Drake,R,71,170,0.263,5
Warren Brusstar,R,75,200,0.094,0
Ray Powell,L,69,160,0.268,35
Harry Eccles,L,74,170,0.167,0
Joe Harris,R,69,170,0.317,47
Harland Rowe,L,73,170,0.139,0
Boyd Bartley,R,68,165,0.048,0
Charlie Smith,R,73,185,0.15,1
Andy Knox,R, , ,0.253,0
John Stephenson,L,71,180,0.216,12
Johnny Rizzo,R,72,190,0.27,61
Francisco Matos,R,73,160,0.25,0
Razor Ledbetter,R,75,190,0,0
Bill Hutchison,R,69,175,0.216,12
Ken Penner,L,71,170,0.167,0
Andy Sommerville,, , ,0,0
Jack Gorman,, , ,0.129,0
Buddy Carlyle,L,75,185,0.161,0
Charlie Barnabe,L,71,164,0.259,1
Jack Doyle,R,69,155,0.299,26
Tom Barrett,B,69,157,0.202,0
Hal Naragon,L,72,160,0.266,6
Cal Emery,L,74,205,0.158,0
Nelson Simmons,B,73,185,0.261,11
Frank Quinn,,68,157,0.176,0
Johnny Hudson,R,70,160,0.242,4
Kelly Stinnett,R,71,195,0.234,65
Doug Clemens,L,72,180,0.229,12
Luis Aponte,R,72,185,0,0
Camp Skinner,L,71,165,0.196,0
Mike Jurewicz,B,75,205,0,0
Pat Scantlebury,L,73,180,0,0
Johnny Lavin,,71,175,0.212,0
Oil Can Boyd,R,73,155,0.063,0
Doe Boyland,L,76,200,0.105,0
Felix Mackiewicz,R,74,195,0.259,2
Craig Kimbrel,R,71,205,0,0
Orlando Mercado,R,72,180,0.199,7
Bobby Schang,R,67,165,0.188,0
Anthony Ortega,R,72,185,0,0
Charley Smith,R,73,170,0.239,69
Dave Von Ohlen,L,74,200,0.25,0
Chuck Tompkins,R,72,185,1,0
Jay Witasick,R,76,205,0.071,0
Fred Frank,,69,162,0.208,0
Joe Rogalski,R,74,187,0,0
Fred Frankhouse,R,71,175,0.208,1
John Cavanaugh,R,69,158,0,0
Lefty Stewart,R,70,160,0.204,0
Clyde Wright,R,73,180,0.183,4
Andy Boswell,,73,165,0.233,0
Henry Thielman,R,71,175,0.146,1
Jim Bolger,R,74,180,0.229,6
Scott Fletcher,R,71,168,0.262,34
John Baker,L,73,220,0.258,14
Waite Hoyt,R,72,180,0.198,0
Scott Sizemore,R,72,185,0.238,14
William Fischer,L,72,174,0.274,10
Mike Ferraro,R,71,175,0.232,2
J.A. Happ,L,78,200,0.092,1
Jimmy Pattison,L,72,185,0.5,0
Wes Littleton,R,75,200,0,0
Jeff Keener,L,72,170,0,0
Cliff Aberson,R,72,200,0.251,5
Manny Pina,R,72,230,0.188,0
Angel Sanchez,R,74,205,0.254,1
Dick Niehaus,L,71,165,0.235,0
Chris Booker,R,75,230,0,0
Dave Skeels,L,73,187,0,0
Tim Hendryx,R,69,170,0.276,6
Jason Bere,R,75,185,0.186,0
Jose Tabata,R,71,210,0.274,17
John Gaddy,R,72,182,0,0
John DeSilva,R,72,193,0,0
Red Bluhm,R,71,165,0,0
Brian Lawrence,R,72,195,0.131,1
Luke Sewell,R,69,160,0.259,20
Craig Hansen,R,78,230,0,0
Brooks Lawrence,R,72,205,0.154,0
Jared Sandberg,R,75,185,0.221,25
Bud Teachout,R,74,183,0.262,0
George O'Donnell,R,75,175,0.087,1
Kevin Jarvis,L,74,200,0.16,1
Jim Mattox,L,69,168,0.253,0
Pol Perritt,R,74,168,0.151,0
Fielder Jones,L,71,180,0.285,21
Wayland Dean,B,73,178,0.25,6
Bob Allietta,R,72,190,0.178,1
Pete Cimino,R,74,195,0.278,0
Skipper Roberts,L,70,175,0.21,1
Paul Boris,R,74,200,0,0
Roy Crumpler,L,73,195,0.273,0
Wendell Magee,R,72,225,0.247,24
Murry Dickson,R,70,157,0.231,3
Howie Clark,L,70,195,0.262,3
Victor Diaz,R,72,210,0.256,24
Bill Smith,,68,152,0.184,0
Paddy Fox,,69,185,0.2,1
John Fuller,L,74,180,0.333,0
Walt Streuli,R,74,195,0.25,0
Bill Kay,L,74,180,0.333,0
Milt Shoffner,L,73,184,0.156,2
Sean Runyan,L,75,220,0,0
Bill Murphy,L,71,215,0,0
Jerry Sweeney,,69,157,0.264,0
Billy Murphy,R,73,190,0.23,3
Jake Powell,R,71,180,0.271,22
Jack Powell,,74, ,0,0
Jack Powell,R,71,195,0.192,8
Jordan Danks,L,76,210,0.229,6
Archie Reynolds,R,74,205,0.273,0
Mack Burk,R,76,180,0.5,0
Buddy Biancalana,B,71,160,0.205,6
Ginger Clark,R,71,165,0.5,0
Frank Betcher,B,71,173,0.202,0
De Wayne Buice,R,72,170,0,0
Bill Swift,R,72,170,0.21,1
Bill Dreesen,L,67,160,0.222,1
Eric Hinske,L,74,235,0.249,137
Kenshin Kawakami,R,71,200,0.108,0
Jess Cortazzo,R,63,142,0,0
Doug Clarey,R,72,180,0.25,1
Joe Hatten,R,72,176,0.16,0
Chris Coste,R,73,210,0.272,23
Ossie France,L,68,155,0,0
Ed Lucas,R,75,210,0.256,4
Bob Uecker,R,73,190,0.2,14
Wayne Simpson,R,75,220,0.078,0
Marty Hopkins,R,71,175,0.211,4
Kelvin Torve,L,75,205,0.226,1
Buck Becannon,,70,165,0.244,0
Marv Gudat,L,71,162,0.25,1
Jamey Wright,R,78,230,0.146,1
Tom Kelley,R,72,185,0.095,0
Ed McLane,R,70,179,0,0
Jack Manning,R,68,158,0.263,14
Bill Smith,, , ,0.174,0
Fred Blank,L,72,175,0,0
Johnny Lanning,R,73,185,0.146,1
Joey Amalfitano,R,71,175,0.244,9
Tod Dennehey,L,70,180,0.292,0
Brett Tomko,R,76,220,0.156,0
Bill Malarkey,R,70,185,0,0
Harry O'Donnell,R,68,175,0.062,0
Johnny Ryan,,67,150,0.207,1
Ben McDonald,R,79,212,0,0
Doug Lindsey,R,74,200,0.167,0
Hal Peck,L,71,175,0.279,15
Felix Torres,R,71,165,0.254,27
Jack Tising,L,74,180,0.273,0
Harry McCaffery,R,70,185,0.251,0
Dizzy Nutter,L,69,160,0.212,0
Mike Madden,L,73,190,0.081,0
Andy Parrino,B,72,180,0.186,1
Gene McCann,,70,185,0.045,0
Walt McKeel,R,74,200,0.25,0
Pat Bourque,L,72,210,0.215,12
Ed Coleman,L,74,200,0.285,40
Ed MacGamwell,L, , ,0.25,0
Ed Phelps,R,71,185,0.251,3
Doyle Alexander,R,75,190,0.166,0
Jay Buente,R,74,185,0,0
Ed Cushman,R,72,177,0.16,0
Dan Walters,R,76,225,0.234,5
Charlie Sproull,R,75,185,0.143,0
Fernando Salas,R,74,200,0,0
Clayton Lambert,R,74,185,0.143,0
Gus Sandberg,R,73,189,0.174,0
Dana Eveland,L,73,235,0.045,0
Billy Clingman,B,71,150,0.246,8
Jim Bethke,R,75,185,0,0
Ed Mickelson,R,75,205,0.081,0
Frank Makosky,R,73,185,0.312,0
Wilbur Cooper,R,71,175,0.239,6
Bob Daughters,R,74,185,0,0
Sid Monge,B,74,185,0.095,0
Tarrik Brock,L,75,170,0.167,0
Heinie Reitz,L,67,158,0.292,11
Erik Pappas,R,72,190,0.242,1
Kenny Lofton,L,72,180,0.299,130
Frank Trechock,R,70,175,0.5,0
Bobby Keefe,R,71,155,0.093,0
Mel Ott,L,69,170,0.304,511
Frank Beck,,69,141,0.188,0
Fred Beck,L,73,180,0.252,33
Doc Parker,R,74,200,0.274,0
Michael Bowden,R,75,215,0,0
Fred Olmstead,R,71,170,0.153,0
Mike Oquist,R,74,170,0.143,0
Ed Cogswell,R,68,150,0.294,1
George Darby,R,70,160,0.3,0
Bill Gray,,71,175,0.242,1
Schoolboy Rowe,R,76,210,0.263,18
George Hall,L,67,142,0.322,13
Fred Brown,R,70,190,0.2,0
Damon Minor,L,79,230,0.232,13
Frank Browning,R,65,145,0,0
Todd Rizzo,R,75,220,0,0
Dan Runzler,L,76,230,0,0
Speed Kelly,R,74,185,0.143,0
Al Williamson,R,71,160,0,0
Frank Pears,,69,145,0.077,0
Rankin Johnson,R,73,185,0.125,0
Rankin Johnson,R,75,177,0,0
Steve Arlin,R,75,195,0.139,0
Randy Johnson,R,73,190,0.267,6
Randy Johnson,R,82,225,0.125,1
Michael Roth,L,73,210,0,0
Frank Carpin,L,70,172,0,0
Ray Yochim,R,73,170,0,0
Brandon Lyon,R,73,195,1,0
Scott Schoeneweis,L,72,190,0.25,0
Fraley Rogers,,68,184,0.276,1
Jim Woods,R,72,175,0.207,3
Larry McCall,L,74,195,0,0
Mark Grater,R,70,205,0,0
Red Schoendienst,B,72,170,0.289,84
Steve Braun,L,70,180,0.271,52
Tom Colcolough,R,70,180,0.228,0
Jesse Baker,L,71,188,0.103,0
Darrell Whitmore,L,73,210,0.203,5
Dan Whitmer,R,75,195,0.229,0
Jesse Baker,R,64,140,0,0
Mark Wiley,R,73,200,0,0
Heinie Odom,B,72,170,1,0
Jody Reed,R,69,170,0.27,27
Red Morgan,,70,180,0.215,1
Ray Knight,R,73,185,0.271,84
Ty Cline,L,72,170,0.238,6
Don Hopkins,L,72,175,0.167,0
Gerry Pirtle,R,73,185,0,0
Heinie Scheer,R,68,146,0.212,6
Roy Wood,R,72,175,0.231,1
Choo Choo Coleman,L,69,165,0.197,9
Jim Landis,R,73,180,0.247,93
Jimmy Hudgens,L,72,180,0.282,0
Thad Bosley,L,75,175,0.272,20
Fred Cambria,R,74,195,0.2,0
Pete Suder,R,72,175,0.249,49
Jim Mann,R,75,225,0,0
Spencer Pumpelly,,71,175,0,0
Larry Gowell,R,74,182,1,0
Ollie Bejma,R,70,165,0.245,14
Mike Saipe,R,73,190,0,0
Carlos Martinez,R,72,185,0,0
Jose Parra,R,71,160,0,0
Frank Delahanty,R,69,160,0.226,5
Art Kores,R,69,167,0.234,1
Jerry Dorsey,L,71,175,0,0
Bobby Grich,R,74,180,0.266,224
Keith Foulke,R,72,195,0.125,0
Art Jahn,R,72,180,0.278,1
Jim McGuire,, , ,0.232,0
Ramon Garcia,R,70,170,1,0
Jimmie Hall,L,72,175,0.254,121
John Boccabella,R,73,195,0.219,26
Dixie Walker,L,73,175,0.306,105
Jim Hall,, , ,0.29,0
Bob Greenwood,R,77,200,0,0
Brock Davis,L,70,160,0.26,1
Jim Czajkowski,B,76,215,0,0
John Murphy,,67,160,0.24,0
Keith Butler,R,72,170,0,0
Daryl Patterson,L,76,192,0,0
Bob Dillinger,R,71,170,0.306,10
Joel Carreno,R,72,190,0,0
Eric Sogard,L,70,185,0.241,6
Doug Johns,R,74,185,0.667,0
Tony Longmire,L,73,197,0.285,3
Floyd Wooldridge,R,73,185,0.222,0
Paul Serna,R,68,170,0.236,7
Doc Johnston,L,72,170,0.263,14
Don Johnson,R,72,170,0.273,8
Don Johnson,R,75,200,0.058,0
Mark Esser,R,73,190,0,0
Santiago Rosario,L,71,165,0.235,2
Jack Enright,R,71,177,0,0
Mark Bellhorn,B,73,195,0.23,69
Art McLarney,B,72,168,0.13,0
Dave Maurer,R,74,205,0,0
Curt Blefary,L,74,195,0.237,112
Jason Jones,B,75,210,0.215,3
Jacque Jones,L,70,205,0.277,165
Jake Jones,R,75,197,0.229,23
Jack (DA) Jones,, , ,0.209,0
Jack (RL) Jones,, , ,0.254,2
George Watkins,L,72,175,0.288,73
Casey Parsons,L,73,180,0.189,2
Red Evans,R,71,168,0.214,0
Fabio Castro,L,67,185,0,0
Walker Cress,R,77,205,0.5,0
Cap Anson,R,72,227,0.333,97
Doc Martin,R,71,165,0.167,0
Lindsay Deal,L,72,175,0,0
Rick Krivda,R,73,180,0,0
Sam Post,L,73,170,0.28,0
Bob Gillespie,R,76,187,0.039,0
Charlie Manlove,R,69,165,0.176,0
Jake Peavy,R,73,195,0.173,2
Kevin Kiermaier,L,73,200,0,0
Dan Smith,L,77,190,0,0
Daryl Smith,R,76,185,0,0
Willie Underhill,R,74,185,0.333,0
Dan Smith,R,75,210,0.069,0
Marcus Jones,R,77,235,0,0
Dave Smith,R,73,190,0,0
Mack Jones,L,73,180,0.252,133
Larry Bigbie,L,76,190,0.267,31
Joe Conzelman,R,72,170,0.095,0
Snuffy Stirnweiss,R,68,175,0.268,29
Jason Castro,L,75,210,0.255,26
Neil Berry,R,70,168,0.244,0
Dusty Bergman,L,77,200,0,0
Chuck Cottier,R,70,175,0.22,19
Denney Wilie,L,68,155,0.243,2
Jamie D'Antona,R,74,220,0.176,0
Frank Harris,R, , ,0.263,0
Bill Clemensen,R,73,193,0.2,0
Vic Lombardi,L,67,158,0.238,0
Bobby Guindon,L,74,185,0.125,0
Irv Young,L,70,170,0.126,0
Joe Koppe,R,70,165,0.236,19
Charles Snyder,R,68,150,0.273,0
Red Causey,R,73,160,0.157,0
Chris Snyder,R,76,245,0.224,77
Ken Schrom,R,74,195,0,0
Sam Demel,R,72,215,0,0
Matt Magill,R,75,210,0,0
Buddy Bradford,R,71,170,0.226,52
Russ Miller,R,71,165,0.167,0
Tony Pena,R,74,180,0.228,4
Remy Hermoso,R,68,155,0.211,0
George Yankowski,R,72,180,0.161,0
Newt Halliday,R,73,175,0,0
Bob Ross,R,72,165,0.083,0
Mark Dalesandro,R,72,185,0.24,3
Rudy Miller,R,73,180,0.25,0
Dick Rusteck,R,73,175,0,0
Sherman Edwards,R,72,165,0,0
Phillippe Aumont,L,79,260,0,0
Fred Waters,L,71,185,0.048,0
Hosken Powell,L,73,175,0.259,17
Ed Daily,R,70,174,0.239,19
Ross Moschitto,R,74,175,0.167,1
Bill Deitrick,R,70,160,0.198,0
Neal Baker,R,73,175,0.167,0
Bill Daley,,67,140,0.159,2
Carl Mays,L,71,195,0.268,5
Milo Netzel,L, , ,0.189,0
Roger Kieschnick,L,75,220,0.202,0
Tony Tonneman,R,70,175,0.2,0
Dave Stapleton,L,73,185,0,0
Dave Stapleton,R,73,178,0.271,41
Forrest More,R,72,180,0.107,0
Steve Howard,R,74,205,0.231,0
Paul Fletcher,R,73,190,0,0
Fred Abbott,R,70,180,0.209,1
Don Williams,R,77,218,0,0
Gary Ward,R,74,195,0.276,130
Rudy Arias,L,70,165,0,0
Dan Murray,R,73,193,0,0
Dean Crow,L,76,215,0,0
Casey Fien,R,74,195,0,0
Colin Porter,L,74,200,0.254,1
Heinie Heitmuller,R,74,215,0.271,0
Luis Arroyo,L,68,178,0.227,1
Miah Murray,R,71,170,0.142,0
Peaches O'Neill,R,71,165,0.267,0
Vince Sherlock,R,72,180,0.462,0
Bruce Ogrodowski,R,71,175,0.231,4
Toad Ramsey,R,69,180,0.204,0
Bill Karns,L, , ,0.143,0
Derek Holland,B,74,195,0,0
Kazuhisa Ishii,L,72,187,0.11,1
Hod Fenner,R,70,165,0,0
Len Church,B,72,190,0,0
John Horan,,70,160,0.088,0
Rod Myers,L,72,190,0.268,3
Wayne LaMaster,L,68,170,0.234,0
Elmer Johnson,R,69,185,0.167,0
Gordie Sundin,R,76,215,0,0
Charles Witherow,, , ,0,0
Elliot Johnson,B,72,190,0.218,12
Bubba Phillips,R,69,180,0.255,62
Bill Hinchman,R,71,190,0.261,20
Phil Voyles,L,71,175,0.235,0
Carl Miles,B,71,178,0.75,0
Matt Tuiasosopo,R,74,225,0.207,12
Josh Whitesell,L,75,220,0.2,2
Don Rudolph,L,71,195,0.167,1
John Halla,L,71,175,0.2,0
Carlos Peguero,L,77,245,0.195,9
Jose Arredondo,R,72,175,0.5,0
Jorge Cantu,R,75,210,0.271,104
Ray Rippelmeyer,R,75,200,0.5,1
Lew Carr,R,74,200,0.25,0
Miguel Puente,R,72,160,0,0
Jim Stevens,R,71,180,0,0
Jim Lonborg,R,77,200,0.136,3
Tom Lynch,L,71,175,0,0
Bob Geren,R,75,205,0.233,22
Joe Lis,R,72,175,0.233,32
Bill Skiff,R,70,170,0.25,0
Jim Corsi,R,73,210,0,0
Klondike Douglass,L,72,200,0.274,10
Hideo Nomo,R,74,210,0.134,4
Nat Hudson,R, , ,0.247,3
Ray Poat,R,74,200,0.115,1
Mike DeJean,R,74,205,0.059,0
Johnny Hodapp,R,72,185,0.311,28
Victor Alvarez,L,71,185,0,0
Kenley Jansen,B,78,220,0.5,0
Erskine Mayer,R,72,168,0.185,2
Archie Wise,R,72,165,0,0
Harry Gumbert,R,74,185,0.184,5
Lee Stevens,L,76,205,0.254,144
Wally Roettger,R,73,190,0.285,19
Frank Scanlan,L,73,175,0,0
Ty Pickup,R,72,180,1,0
Wilmer Flores,R,75,190,0.211,1
Ryan Jorgensen,R,74,220,0.15,2
Clem Dreisewerd,L,73,195,0.105,0
Cal Dorsett,R,72,180,0,0
Joe Price,R,76,220,0.111,0
Joe Price,R,73,187,0,0
Charlie Hamburg,R,72,175,0.272,3
Joe DeMaestri,R,72,170,0.236,49
Earle Brucker,L,74,210,0.167,0
Dave Schneck,L,70,200,0.199,8
Tom Sexton,, , ,0.234,0
Henry Keupper,L,73,185,0.25,0
Fernando Cortez,L,73,175,0.185,0
Tom Hess,,67,157,0,0
Bob Mahoney,R,73,185,0.222,0
Albert Pujols,R,75,230,0.321,492
Dale Mitchell,L,73,195,0.312,41
Doc Scanlan,L,68,165,0.188,0
Jimmy Say,, , ,0.263,1
Stuffy Stewart,R,69,160,0.238,1
Riccardo Ingram,R,72,205,0.194,0
Jeff Hamilton,R,75,190,0.234,24
Dan Meyer,L,71,180,0.253,86
Billy Martin,R,71,165,0.257,64
Kyle Hudson,L,71,175,0.143,0
Bob Brush,,70, ,0,0
Cy Twombly,L,70,170,0,0
Bill Clancy,R,74,180,0.229,2
Buck Crouse,L,68,158,0.262,8
Lonnie Goldstein,L,74,190,0.1,0
Emil Planeta,R,72,190,0,0
Tom Connolly,L,71,175,0.184,0
Ray Jablonski,R,70,175,0.268,83
Mike Figga,R,72,200,0.213,1
Corban Joseph,L,72,180,0.167,0
Walter Alston,R,74,195,0,0
Craig Stimac,R,74,185,0.203,0
Kid Baldwin,R,66,147,0.221,7
Jocko Thompson,L,72,185,0.113,0
Mark Prior,R,77,225,0.201,1
Howard Berry,B,69,172,0.25,0
Howard Berry,B,70,159,0.333,0
Joe Berry,L,70,145,0.157,0
John Shearon,, , ,0.218,0
Chris Reitsma,R,77,215,0.103,0
Charlie Maisel,R,72, ,0,0
Charlie Sprague,L,71,150,0.228,1
Clarence Pickrel,R,73,180,0,0
Ryne Duren,R,74,190,0.061,0
Jim Holt,L,72,180,0.265,19
Ray McDavid,L,75,190,0.222,0
Cole Hamels,L,75,190,0.17,1
Russ Derry,L,73,180,0.224,17
Hunter Lane,R,71,165,0.067,0
Matt Garza,R,76,215,0.098,0
Hod Ford,R,70,165,0.263,16
Charlie Wheatley,R,71,174,0,0
Adonis Terry,R,71,168,0.249,15
John O'Donoghue,R,76,203,0.17,3
Ty Wigginton,R,72,230,0.261,169
Ryan McGuire,L,74,210,0.211,7
John O'Donoghue,L,78,198,0,0
Charlie Snow,, , ,1,0
Eric Cammack,R,73,175,1,0
Roy Zimmerman,L,74,187,0.276,5
Al Rubeling,R,72,185,0.249,8
Duke Reilley,B,64,148,0.21,0
Dennis Sherrill,R,72,165,0.2,0
Brian Sackinsky,R,76,220,0,0
Clarence Kraft,R,72,190,0.333,0
Mel Queen,R,72,204,0.104,0
Bobby Young,L,73,175,0.249,15
Spec Harkness,R,71,180,0.188,0
Jim McTamany,R,68,190,0.256,19
Junior Herndon,R,73,190,0,0
Ali Solis,R,72,175,0,0
Johnny Monell,L,72,210,0.125,0
John Herrnstein,L,75,215,0.22,8
Spike Brady,, , ,0.25,0
Al Nichols,,71,180,0.171,0
Mike Tonis,R,75,220,0,0
Jason Bartlett,R,72,190,0.271,31
Jeff Beliveau,L,73,195,0,0
Tom Klawitter,R,74,190,0,0
Steve Cishek,R,78,200,0,0
Frank Knauss,L,70,170,0.217,1
Erv Kantlehner,L,72,190,0.212,0
Bill Gilbert,,72,180,0.333,0
Tommy Madden,L,71,160,0.25,0
Billy Gilbert,R,64,153,0.247,4
Matt Moore,L,74,205,0,0
Jared Fernandez,R,74,223,0.095,0
Whitey Wilshere,L,72,180,0.08,0
Horatio Munn,, , ,0,0
Glenn Redmon,R,71,180,0.235,0
Nelson Briles,R,71,195,0.154,3
Lew McCarty,R,71,192,0.266,5
Shigetoshi Hasegawa,R,71,160,0,0
Neil Walker,B,75,210,0.273,54
Ed Conwell,R,71,155,0,0
Raul Valdes,L,71,190,0.385,0
Rafael Valdez,R,71,165,0,0
Leyson Septimo,L,73,195,0,0
Dave Hollins,B,73,195,0.26,112
Damon Hollins,R,71,180,0.242,28
Bill Bergen,R,72,184,0.17,2
Frank Loftus,R,69,190,0,0
Jesus Sanchez,L,70,165,0.176,0
Rob Delaney,L,75,230,0,0
Edgmer Escalona,R,76,215,0,0
 O'Neal,, , ,0,0
Larry Herndon,R,75,190,0.274,107
Gene Woodling,L,69,195,0.284,147
Dick Adkins,R,70,165,0.143,0
Phil McCullough,R,76,204,0,0
Tom Cotter,R,70,149,0.25,0
Skip Lockwood,R,73,175,0.154,3
Johnny Riddle,R,71,190,0.238,0
Lum Davenport,L,73,165,0.381,0
Russ Christopher,R,75,170,0.158,2
Luis Vizcaino,R,71,210,0,0
Tom Jordan,R,73,195,0.24,1
Gary Christenson,L,77,200,0,0
Harry Weber,, , ,0,0
Bernie Smith,R,69,164,0.232,2
Punch Knoll,R,67,170,0.213,0
Cesar Carrillo,R,75,170,0,0
Jim Manning,B,67,157,0.215,8
Dave Silvestri,R,72,180,0.202,6
